YEAR,MONTH,COUNT,STATE NAME,DISEASE
1951,10,29,Wyoming,"Polio, paralytic"
1951,11,27,Wyoming,"Polio, paralytic"
1951,12,13,Wyoming,"Polio, paralytic"
1952,1,9,Arkansas,"Polio, paralytic"
1952,2,3,Arkansas,"Polio, paralytic"
1952,3,2,Arkansas,"Polio, paralytic"
1952,4,2,Arkansas,"Polio, paralytic"
1952,5,2,Arkansas,"Polio, paralytic"
1952,6,8,Arkansas,"Polio, paralytic"
1952,7,27,Arkansas,"Polio, paralytic"
1952,8,29,Arkansas,"Polio, paralytic"
1952,9,42,Arkansas,"Polio, paralytic"
1952,10,35,Arkansas,"Polio, paralytic"
1952,11,6,Arkansas,"Polio, paralytic"
1952,12,4,Arkansas,"Polio, paralytic"
1952,1,94,California,"Polio, paralytic"
1952,2,50,California,"Polio, paralytic"
1952,3,40,California,"Polio, paralytic"
1952,4,25,California,"Polio, paralytic"
1952,5,44,California,"Polio, paralytic"
1952,6,72,California,"Polio, paralytic"
1952,7,185,California,"Polio, paralytic"
1952,8,283,California,"Polio, paralytic"
1952,9,451,California,"Polio, paralytic"
1952,10,567,California,"Polio, paralytic"
1952,11,490,California,"Polio, paralytic"
1952,12,263,California,"Polio, paralytic"
1952,1,1,Colorado,"Polio, paralytic"
1952,4,1,Colorado,"Polio, paralytic"
1952,6,4,Colorado,"Polio, paralytic"
1952,7,27,Colorado,"Polio, paralytic"
1952,8,52,Colorado,"Polio, paralytic"
1952,9,76,Colorado,"Polio, paralytic"
1952,10,57,Colorado,"Polio, paralytic"
1952,11,17,Colorado,"Polio, paralytic"
1952,12,20,Colorado,"Polio, paralytic"
1952,1,4,Connecticut,"Polio, paralytic"
1952,2,1,Connecticut,"Polio, paralytic"
1952,6,2,Connecticut,"Polio, paralytic"
1952,7,16,Connecticut,"Polio, paralytic"
1952,8,66,Connecticut,"Polio, paralytic"
1952,9,37,Connecticut,"Polio, paralytic"
1952,10,38,Connecticut,"Polio, paralytic"
1952,11,13,Connecticut,"Polio, paralytic"
1952,12,2,Connecticut,"Polio, paralytic"
1952,3,1,District of Columbia,"Polio, paralytic"
1952,7,2,District of Columbia,"Polio, paralytic"
1952,8,20,District of Columbia,"Polio, paralytic"
1952,9,5,District of Columbia,"Polio, paralytic"
1952,10,5,District of Columbia,"Polio, paralytic"
1952,11,1,District of Columbia,"Polio, paralytic"
1952,12,1,District of Columbia,"Polio, paralytic"
1952,1,5,Florida,"Polio, paralytic"
1952,5,2,Florida,"Polio, paralytic"
1952,6,4,Florida,"Polio, paralytic"
1952,7,11,Florida,"Polio, paralytic"
1952,8,9,Florida,"Polio, paralytic"
1952,9,12,Florida,"Polio, paralytic"
1952,10,8,Florida,"Polio, paralytic"
1952,11,3,Florida,"Polio, paralytic"
1952,12,2,Florida,"Polio, paralytic"
1952,1,4,Georgia,"Polio, paralytic"
1952,2,5,Georgia,"Polio, paralytic"
1952,3,1,Georgia,"Polio, paralytic"
1952,4,2,Georgia,"Polio, paralytic"
1952,5,4,Georgia,"Polio, paralytic"
1952,6,35,Georgia,"Polio, paralytic"
1952,7,81,Georgia,"Polio, paralytic"
1952,8,131,Georgia,"Polio, paralytic"
1952,9,68,Georgia,"Polio, paralytic"
1952,10,40,Georgia,"Polio, paralytic"
1952,11,9,Georgia,"Polio, paralytic"
1952,12,4,Georgia,"Polio, paralytic"
1952,1,2,Hawaii,"Polio, paralytic"
1952,2,7,Hawaii,"Polio, paralytic"
1952,3,15,Hawaii,"Polio, paralytic"
1952,4,9,Hawaii,"Polio, paralytic"
1952,5,13,Hawaii,"Polio, paralytic"
1952,6,44,Hawaii,"Polio, paralytic"
1952,7,33,Hawaii,"Polio, paralytic"
1952,8,11,Hawaii,"Polio, paralytic"
1952,9,5,Hawaii,"Polio, paralytic"
1952,10,6,Hawaii,"Polio, paralytic"
1952,11,7,Hawaii,"Polio, paralytic"
1952,12,9,Hawaii,"Polio, paralytic"
1952,1,1,Illinois,"Polio, paralytic"
1952,2,1,Illinois,"Polio, paralytic"
1952,3,3,Illinois,"Polio, paralytic"
1952,4,5,Illinois,"Polio, paralytic"
1952,5,8,Illinois,"Polio, paralytic"
1952,6,10,Illinois,"Polio, paralytic"
1952,7,176,Illinois,"Polio, paralytic"
1952,8,672,Illinois,"Polio, paralytic"
1952,9,949,Illinois,"Polio, paralytic"
1952,10,578,Illinois,"Polio, paralytic"
1952,11,154,Illinois,"Polio, paralytic"
1952,12,104,Illinois,"Polio, paralytic"
1952,1,2,Indiana,"Polio, paralytic"
1952,4,3,Indiana,"Polio, paralytic"
1952,5,2,Indiana,"Polio, paralytic"
1952,6,12,Indiana,"Polio, paralytic"
1952,7,37,Indiana,"Polio, paralytic"
1952,8,57,Indiana,"Polio, paralytic"
1952,9,64,Indiana,"Polio, paralytic"
1952,10,17,Indiana,"Polio, paralytic"
1952,11,14,Indiana,"Polio, paralytic"
1952,12,12,Indiana,"Polio, paralytic"
1952,4,1,Kansas,"Polio, paralytic"
1952,6,4,Kansas,"Polio, paralytic"
1952,7,12,Kansas,"Polio, paralytic"
1952,8,43,Kansas,"Polio, paralytic"
1952,9,44,Kansas,"Polio, paralytic"
1952,10,20,Kansas,"Polio, paralytic"
1952,11,1,Kansas,"Polio, paralytic"
1952,12,3,Kansas,"Polio, paralytic"
1952,1,8,Kentucky,"Polio, paralytic"
1952,2,1,Kentucky,"Polio, paralytic"
1952,3,2,Kentucky,"Polio, paralytic"
1952,4,1,Kentucky,"Polio, paralytic"
1952,5,2,Kentucky,"Polio, paralytic"
1952,6,16,Kentucky,"Polio, paralytic"
1952,7,222,Kentucky,"Polio, paralytic"
1952,8,419,Kentucky,"Polio, paralytic"
1952,9,352,Kentucky,"Polio, paralytic"
1952,10,132,Kentucky,"Polio, paralytic"
1952,11,38,Kentucky,"Polio, paralytic"
1952,12,18,Kentucky,"Polio, paralytic"
1952,1,22,Louisiana,"Polio, paralytic"
1952,2,15,Louisiana,"Polio, paralytic"
1952,3,14,Louisiana,"Polio, paralytic"
1952,4,28,Louisiana,"Polio, paralytic"
1952,5,19,Louisiana,"Polio, paralytic"
1952,6,77,Louisiana,"Polio, paralytic"
1952,7,164,Louisiana,"Polio, paralytic"
1952,8,108,Louisiana,"Polio, paralytic"
1952,9,83,Louisiana,"Polio, paralytic"
1952,10,51,Louisiana,"Polio, paralytic"
1952,11,17,Louisiana,"Polio, paralytic"
1952,12,15,Louisiana,"Polio, paralytic"
1952,2,1,Maine,"Polio, paralytic"
1952,5,2,Maine,"Polio, paralytic"
1952,6,3,Maine,"Polio, paralytic"
1952,7,4,Maine,"Polio, paralytic"
1952,8,38,Maine,"Polio, paralytic"
1952,9,27,Maine,"Polio, paralytic"
1952,10,22,Maine,"Polio, paralytic"
1952,11,21,Maine,"Polio, paralytic"
1952,12,8,Maine,"Polio, paralytic"
1952,2,3,Maryland,"Polio, paralytic"
1952,3,1,Maryland,"Polio, paralytic"
1952,4,2,Maryland,"Polio, paralytic"
1952,6,1,Maryland,"Polio, paralytic"
1952,7,13,Maryland,"Polio, paralytic"
1952,8,38,Maryland,"Polio, paralytic"
1952,9,59,Maryland,"Polio, paralytic"
1952,10,64,Maryland,"Polio, paralytic"
1952,11,11,Maryland,"Polio, paralytic"
1952,12,8,Maryland,"Polio, paralytic"
1952,1,2,Massachusetts,"Polio, paralytic"
1952,3,1,Massachusetts,"Polio, paralytic"
1952,4,1,Massachusetts,"Polio, paralytic"
1952,5,2,Massachusetts,"Polio, paralytic"
1952,6,4,Massachusetts,"Polio, paralytic"
1952,7,20,Massachusetts,"Polio, paralytic"
1952,8,116,Massachusetts,"Polio, paralytic"
1952,9,92,Massachusetts,"Polio, paralytic"
1952,10,72,Massachusetts,"Polio, paralytic"
1952,11,17,Massachusetts,"Polio, paralytic"
1952,12,16,Massachusetts,"Polio, paralytic"
1952,1,7,Michigan,"Polio, paralytic"
1952,3,1,Michigan,"Polio, paralytic"
1952,4,3,Michigan,"Polio, paralytic"
1952,5,9,Michigan,"Polio, paralytic"
1952,6,29,Michigan,"Polio, paralytic"
1952,7,286,Michigan,"Polio, paralytic"
1952,8,673,Michigan,"Polio, paralytic"
1952,9,573,Michigan,"Polio, paralytic"
1952,10,273,Michigan,"Polio, paralytic"
1952,11,77,Michigan,"Polio, paralytic"
1952,12,26,Michigan,"Polio, paralytic"
1952,1,8,Minnesota,"Polio, paralytic"
1952,2,3,Minnesota,"Polio, paralytic"
1952,3,1,Minnesota,"Polio, paralytic"
1952,5,1,Minnesota,"Polio, paralytic"
1952,6,6,Minnesota,"Polio, paralytic"
1952,7,57,Minnesota,"Polio, paralytic"
1952,8,449,Minnesota,"Polio, paralytic"
1952,9,855,Minnesota,"Polio, paralytic"
1952,10,544,Minnesota,"Polio, paralytic"
1952,11,175,Minnesota,"Polio, paralytic"
1952,12,71,Minnesota,"Polio, paralytic"
1952,1,18,Mississippi,"Polio, paralytic"
1952,2,13,Mississippi,"Polio, paralytic"
1952,3,7,Mississippi,"Polio, paralytic"
1952,4,6,Mississippi,"Polio, paralytic"
1952,5,18,Mississippi,"Polio, paralytic"
1952,6,43,Mississippi,"Polio, paralytic"
1952,7,106,Mississippi,"Polio, paralytic"
1952,8,61,Mississippi,"Polio, paralytic"
1952,9,42,Mississippi,"Polio, paralytic"
1952,10,24,Mississippi,"Polio, paralytic"
1952,11,9,Mississippi,"Polio, paralytic"
1952,12,4,Mississippi,"Polio, paralytic"
1952,1,10,Missouri,"Polio, paralytic"
1952,2,13,Missouri,"Polio, paralytic"
1952,3,12,Missouri,"Polio, paralytic"
1952,4,5,Missouri,"Polio, paralytic"
1952,5,5,Missouri,"Polio, paralytic"
1952,6,13,Missouri,"Polio, paralytic"
1952,7,61,Missouri,"Polio, paralytic"
1952,8,32,Missouri,"Polio, paralytic"
1952,9,55,Missouri,"Polio, paralytic"
1952,10,33,Missouri,"Polio, paralytic"
1952,11,15,Missouri,"Polio, paralytic"
1952,12,25,Missouri,"Polio, paralytic"
1952,1,3,Montana,"Polio, paralytic"
1952,6,11,Montana,"Polio, paralytic"
1952,7,7,Montana,"Polio, paralytic"
1952,8,14,Montana,"Polio, paralytic"
1952,9,21,Montana,"Polio, paralytic"
1952,10,17,Montana,"Polio, paralytic"
1952,11,8,Montana,"Polio, paralytic"
1952,12,4,Montana,"Polio, paralytic"
1952,1,6,Nebraska,"Polio, paralytic"
1952,2,3,Nebraska,"Polio, paralytic"
1952,3,2,Nebraska,"Polio, paralytic"
1952,4,2,Nebraska,"Polio, paralytic"
1952,5,5,Nebraska,"Polio, paralytic"
1952,6,9,Nebraska,"Polio, paralytic"
1952,7,170,Nebraska,"Polio, paralytic"
1952,8,179,Nebraska,"Polio, paralytic"
1952,9,207,Nebraska,"Polio, paralytic"
1952,10,103,Nebraska,"Polio, paralytic"
1952,11,33,Nebraska,"Polio, paralytic"
1952,12,40,Nebraska,"Polio, paralytic"
1952,7,1,Nevada,"Polio, paralytic"
1952,8,1,Nevada,"Polio, paralytic"
1952,9,1,Nevada,"Polio, paralytic"
1952,10,3,Nevada,"Polio, paralytic"
1952,11,2,Nevada,"Polio, paralytic"
1952,6,1,New Hampshire,"Polio, paralytic"
1952,7,6,New Hampshire,"Polio, paralytic"
1952,8,12,New Hampshire,"Polio, paralytic"
1952,9,18,New Hampshire,"Polio, paralytic"
1952,10,11,New Hampshire,"Polio, paralytic"
1952,11,3,New Hampshire,"Polio, paralytic"
1952,12,1,New Hampshire,"Polio, paralytic"
1952,2,2,New Jersey,"Polio, paralytic"
1952,3,2,New Jersey,"Polio, paralytic"
1952,4,1,New Jersey,"Polio, paralytic"
1952,5,1,New Jersey,"Polio, paralytic"
1952,6,7,New Jersey,"Polio, paralytic"
1952,7,77,New Jersey,"Polio, paralytic"
1952,8,249,New Jersey,"Polio, paralytic"
1952,9,240,New Jersey,"Polio, paralytic"
1952,10,125,New Jersey,"Polio, paralytic"
1952,11,39,New Jersey,"Polio, paralytic"
1952,12,11,New Jersey,"Polio, paralytic"
1952,1,6,New Mexico,"Polio, paralytic"
1952,2,3,New Mexico,"Polio, paralytic"
1952,3,3,New Mexico,"Polio, paralytic"
1952,5,2,New Mexico,"Polio, paralytic"
1952,6,8,New Mexico,"Polio, paralytic"
1952,7,60,New Mexico,"Polio, paralytic"
1952,8,70,New Mexico,"Polio, paralytic"
1952,9,71,New Mexico,"Polio, paralytic"
1952,10,30,New Mexico,"Polio, paralytic"
1952,11,19,New Mexico,"Polio, paralytic"
1952,12,16,New Mexico,"Polio, paralytic"
1952,1,7,New York,"Polio, paralytic"
1952,2,6,New York,"Polio, paralytic"
1952,3,3,New York,"Polio, paralytic"
1952,4,6,New York,"Polio, paralytic"
1952,5,8,New York,"Polio, paralytic"
1952,6,9,New York,"Polio, paralytic"
1952,7,58,New York,"Polio, paralytic"
1952,8,178,New York,"Polio, paralytic"
1952,9,238,New York,"Polio, paralytic"
1952,10,208,New York,"Polio, paralytic"
1952,11,87,New York,"Polio, paralytic"
1952,12,30,New York,"Polio, paralytic"
1952,1,4,North Carolina,"Polio, paralytic"
1952,2,1,North Carolina,"Polio, paralytic"
